flood,, 1
summit, 2
cliff, 1
beetles, 1
base, 3
sea,, 2
horrible, 1
deprive, 1
sovereignty, 1
draw, 9
madness?, 1
puts, 4
toys, 1
desperation,, 1
motive,, 1
brain, 2
looks, 3
fadoms, 1
roar, 1
beneath., 1
still., 1
on., 9
go,, 6
off, 12
hands!, 1
rul'd., 1
fate, 1
cries, 4
makes, 14
petty, 2
artire, 1
hardy, 1
Nemean, 1
lion's, 1
nerve., 1
[Ghost, 1
beckons.], 1
Still, 4
call'd., 1
Unhand, 1
gentlemen., 1
ghost, 2
lets, 3
me!-, 1
away!-, 1
waxes, 1
desperate, 4
imagination., 1
follow., 3
fit, 8
after., 2
issue, 2
wail, 1
come?, 1
Something, 3
rotten, 2
direct, 4
let's, 5
V., 3
Another, 4
fortifications., 1
Whither, 1
wilt, 7
lead, 4
Speak!, 1
further., 1
sulph'rous, 1
tormenting, 1
flames, 2
render, 1
Alas,, 9
ghost!, 1
Pity, 1
lend, 4
serious, 1
hearing, 3
unfold., 1
Speak., 1
hear., 5
revenge,, 2
shalt, 5
What?, 1
Doom'd, 1
certain, 3
day, 11
confin'd, 1
fast, 2
fires,, 1
crimes, 3
done, 7
days, 4
burnt, 1
purg'd, 1
forbid, 2
secrets, 1
prison, 3
house,, 1
could, 24
tale, 4
lightest, 1
harrow, 1
freeze, 1
Make, 10
stars,, 2
start, 3
spheres,, 1
Thy, 5
knotted, 1
combined, 1
locks, 1
part,, 4
hair, 1
stand, 10
end, 10
quills, 1
fretful, 1
porpentine., 1
eternal, 2
blazon, 1
ears, 3
blood., 4
List,, 1
list,, 2
list!, 1
didst, 3
love-, 2
Revenge, 2
unnatural, 2
murther., 2
Murther?, 1
Murther, 2
foul,, 2
is;, 3
strange,, 1
unnatural., 1
Haste, 1
know't,, 1
I,, 14
wings, 1
swift, 2
meditation, 1
love,, 13
sweep, 2
revenge., 3
apt;, 1
duller, 1
shouldst, 2
fat, 5
weed, 1
rots, 1
ease, 1
Lethe, 1
wharf,, 1
Wouldst, 1
sleeping, 2
orchard,, 2
serpent, 2
stung, 1
forged, 1
process, 1
Rankly, 1
abus'd., 1
youth,, 2
sting, 2
wears, 2
crown., 1
prophetic, 1
soul!, 3
uncle?, 1
incestuous,, 2
adulterate, 1
beast,, 2
witchcraft, 2
wit,, 3
traitorous, 1
gifts-, 1
wit, 2
gifts,, 1
seduce!-, 1
won, 1
shameful, 1
lust, 1
seeming-virtuous, 1
queen., 2
falling-off, 1
dignity, 1
went, 5
vow, 2
decline, 1
wretch, 3
natural, 4
gifts, 2
mine!, 1
virtue,, 2
never, 16
mov'd,, 1
lewdness, 1
court, 4
lust,, 1
radiant, 1
angel, 3
link'd,, 1
Will, 21
sate, 2
celestial, 1
bed, 3
prey, 1
garbage., 1
scent, 1
Brief, 1
be., 6
Sleeping, 1
always, 1
afternoon,, 1
secure, 2
stole,, 1
juice, 1
cursed, 4
hebona, 1
vial,, 1
porches, 1
pour, 1
leperous, 1
distilment;, 1
Holds, 1
enmity, 1
quicksilverr, 1
courses, 1
gates, 1
alleys, 1
body,, 1
sudden, 5
vigour, 1
posset, 1
curd,, 1
droppings, 1
milk,, 1
thin, 1
wholesome, 6
mine;, 1
instant, 4
tetter, 1
bark'd, 1
about,, 1
lazar-like,, 1
vile, 5
loathsome, 1
crust, 1
smooth, 2
body., 4
sleeping,, 1
crown,, 4
dispatch'd;, 1
Cut, 1
blossoms, 1
sin,, 1
Unhous'led,, 1
disappointed,, 1
unanel'd,, 1
reckoning, 1
made,, 1
sent, 12
account, 1
imperfections, 1
horrible!, 3
thee,, 8
couch, 1
luxury, 1
damned, 6
incest., 1
howsoever, 1
pursuest, 1
act,, 4
Taint, 1
contrive, 2
aught., 2
Leave, 4
thorns, 1
bosom, 2
lodge, 1
prick, 1
her., 6
Fare, 4
glowworm, 1
matin, 1
gins, 1
pale, 4
uneffectual, 1
Adieu,, 2
adieu,, 1
adieu!, 3
Remember, 5
host, 1
heaven!, 3
else?, 3
couple, 1
hell?, 1
Hold,, 1
hold,, 2
heart!, 1
sinews,, 1
old,, 1
stiffly, 1
ghost,, 3
holds, 3
seat, 1
distracted, 2
globe., 1
Yea,, 3
table, 4
wipe, 2
trivial, 1
fond, 1
records,, 1
saws, 1
books,, 1
pressures, 1
past, 1
observation, 1
copied, 1
commandment, 3
book, 1
volume, 1
brain,, 2
Unmix'd, 1
baser, 2
matter., 6
Yes,, 4
pernicious, 1
woman!, 1
villain,, 2
smiling,, 1
villain!, 4
tables!, 1
Meet, 2
smile,, 2
villain;, 1
least, 1
sure, 6
[Writes.], 1
uncle,, 1
are., 2
word:, 1
'Adieu,, 1
me.', 1
sworn't., 1
(within), 3
Hamlet!, 6
him!, 6
Illo,, 1
ho,, 5
Hillo,, 1
boy!, 1
Come,, 25
bird,, 1
news,, 1
wonderful!, 1
reveal, 1
then?, 5
secret?, 1
There's, 15
neer, 1
villain, 3
dwelling, 1
he's, 7
arrant, 2
knave., 2
There, 15
needs, 7
grave, 5
right!, 3
without, 12
circumstance, 3
part;, 1
desires, 3
desire,, 2
pray., 2
wild, 2
whirling, 1
words,, 2
sorry, 2
offend, 1
heartily;, 1
heartily., 1
offence,, 1
Saint, 3
Patrick,, 1
is,, 7
offence, 5
too., 5
vision, 1
O'ermaster't, 1
may., 2
friends,, 6
scholars,, 1
soldiers,, 2
request., 1
Never, 8
swear't., 1
lord-, 4
faith., 3
sword., 6
sworn,, 1
already., 3
sword,, 7
indeed., 6
under, 3
stage., 2
Swear., 4
Aha, 1
boy,, 1
say'st, 1
Art, 2
truepenny?, 1
on!, 2
cellarage., 1
Consent, 1
swear., 1
Propose, 1
oath,, 2
Swear, 3
[beneath], 3
Hic, 1
et, 1
ubique?, 1
we'll, 4
shift, 1
hither,, 4
lay, 7
heard:, 1
said,, 4
mole!, 1
Canst, 1
fast?, 2
worthy, 1
pioner!, 1
Once, 2
remove,, 1
friends.", 1
wondrous, 3
strange!, 1
stranger, 1
welcome., 4
earth,, 4
dreamt, 1
philosophy., 1
Here,, 4
never,, 2
help, 5
mercy,, 1
odd, 2
soe'er, 1
myself, 6
(As, 3
perchance, 3
hereafter, 1
antic, 1
on),, 1
times, 7
seeing, 3
shall,, 5
arms, 4
encumb'red, 1
thus,, 3
head-shake,, 1
pronouncing, 1
doubtful, 1
'Well,, 1
well,, 12
know,', 1
'We, 1
could,, 2
would,', 1
'If, 1
speak,', 1
'There, 1
might,', 1
ambiguous, 1
giving, 1
out,, 4
aught, 6
me-, 2
mercy, 2
need, 3
[They, 1
swear.], 1
Rest,, 1
rest,, 1
perturbed, 1
spirit!, 1
you;, 10
express, 3
friending, 1
God, 16
willing,, 2
lack., 1
together;, 1
fingers, 4
lips,, 1
joint., 1
spite, 1
born, 1
together., 2
Act, 1
Polonius, 3
Reynaldo., 3
money, 2
notes,, 1
Rey., 13
will,, 9
marvell's, 1
wisely,, 1
inquire, 1
behaviour., 1
intend, 1
said., 2
Enquire, 1
Danskers, 1
Paris;, 1
how,, 1
means,, 5
keep,, 2
company,, 1
expense;, 1
finding, 2
encompassment, 1
drift, 3
son,, 5
nearer, 2
demands, 2
touch, 4
'twere,, 2
distant, 1
knowledge, 1
him;, 5
'I, 3
him.', 1
mark, 5
Reynaldo?, 1
'And, 1
but,', 1
'not, 1
if't, 1
Addicted, 1
so';, 1
forgeries, 1
please;, 2
dishonour, 2
him-, 1
heed, 2
that;, 1
wanton,, 1
wild,, 2
usual, 1
slips, 1
companions, 1
noted, 1
liberty., 1
gaming,, 2
drinking,, 1
fencing,, 1
swearing,, 2
quarrelling,, 1
Drabbing., 1
far., 1
Faith,, 6
no,, 4
charge., 1
another, 4
scandal, 1
incontinency., 1
That's, 8
meaning., 1
breathe, 3
faults, 2
quaintly, 1
seem, 8
taints, 1
liberty,, 3
flash, 1
outbreak, 1
fiery, 3
savageness, 1
unreclaimed, 1
assault., 1
Wherefore, 1
here's, 2
drift,, 1
fetch, 2
warrant., 1
laying, 2
slight, 1
sullies, 1
soil'd, 1
working,, 2
party, 1
converse,, 1
Having, 1
prenominate, 1
assur'd, 1
closes, 2
consequence:, 1
'Good, 2
sir,', 1
'friend,', 1
'gentleman'-, 1
According, 1
addition, 1
country-, 1
'a, 9
this-, 2
does-, 1
say?, 2
mass,, 3
something!, 1
'closes, 2
consequence,', 1
'friend, 1
so,', 2
gentleman.', 1
consequence'-, 1
marry!, 1
thus:, 2
gentleman., 4
yesterday,, 1
t'other, 1
such;, 1
gaming;, 1
o'ertook, 1
in's, 5
rouse;, 1
falling, 1
tennis';, 1
perchance,, 1
enter, 3
sale,', 1
Videlicet,, 1
brothel,, 1
forth., 1
See, 2
now-, 1
bait, 1
falsehood, 1
carp, 1
truth;, 1
reach,, 1
windlasses, 1
assays, 1
bias,, 1
indirections, 1
directions, 1
out., 4
former, 2
lecture, 1
advice,, 2
have., 1
b', 4
wi', 3
ye,, 1
ye, 2
well!, 1
[Going.], 1
Observe, 2
inclination, 2
ply, 1
music., 3
Farewell!, 1
Ophelia?, 4
What's, 6
matter?, 3
affrighted!, 1
sewing, 1
closet,, 1
doublet, 1
unbrac'd,, 1
hat, 1
head,, 2
stockings, 1
foul'd,, 1
Ungart'red,, 1
down-gyved, 1
ankle;, 1
shirt,, 1
knees, 1
knocking, 1
piteous, 3
purport, 1
loosed, 1
horrors-, 1
Mad, 4
love?, 2
truly, 3
he?, 2
took, 4
wrist, 1
hard;, 1
length, 2
arm,, 3
brow,, 1
falls, 3
perusal, 1
last,, 1
shaking, 1
thrice, 3
waving, 1
rais'd, 1
sigh, 2
profound, 2
shatter, 1
bulk, 1
being., 1
over, 3
turn'd, 4
seem'd, 2
o', 10
doors, 3
bended, 1
seek, 7
ecstasy, 2
violent, 4
property, 3
fordoes, 1
leads, 1
undertakings, 1
passion, 6
afflict, 1
natures., 1
sorry., 1
late?, 1
lord;, 9
but,, 4
command,, 2
repel, 1
letters, 6
denied, 1
access, 1
mad., 4
judgment, 4
quoted, 1
fear'd, 1
trifle, 1
meant, 3
wrack, 1
thee;, 1
beshrew, 1
jealousy!, 1
proper, 1
age, 8
ourselves, 9
opinions, 1
younger, 1
lack, 5
discretion., 2
known;, 1
close,, 1
move, 5
grief, 7
hide, 3
hate, 1
utter, 1
love., 6
Come., 2
Rosencrantz, 16
cum, 1
aliis., 1
Guildenstern., 10
Moreover, 1
long, 10
provoke, 1
hasty, 1
sending., 1
transformation., 1
Sith, 3
exterior, 1
Resembles, 1
was., 2
of., 2
entreat, 3
clays, 1
brought, 5
since, 7
neighbour'd, 1
haviour,, 1
vouchsafe, 3
rest, 9
time;, 1
companies, 1
pleasures,, 1
gather, 2
occasion, 2
glean,, 1
unknown, 1
afflicts, 1
open'd,, 1
remedy., 1
talk'd, 2
living, 2
whom, 5
adheres., 1
gentry, 1
expend, 1
awhile, 2
supply, 1
profit, 2
hope,, 3
visitation, 2
receive, 7
thanks, 2
king's, 2
remembrance., 2
Ros., 45
Majesties, 2
Might,, 1
sovereign, 3
Put, 2
pleasures, 1
entreaty., 1
Guil., 29
ourselves,, 1
bent,, 1
feet,, 1
commanded., 1
Thanks,, 3
Guildenstern, 6
Rosencrantz., 2
instantly, 1
changed, 1
son.-, 2
bring, 7
Heavens, 1
presence, 2
practices, 1
Pleasant, 1
helpful, 1
amen!, 1
[with, 4
Attendants]., 3
ambassadors, 2
joyfully, 1
return'd., 1
news., 1
Assure, 1
liege,, 2
think-, 1
Hunts, 1
trail, 2
policy, 1
us'd, 1
do-, 1
found, 4
cause, 11
lunacy., 1
that!, 1
admittance, 1
ambassadors., 1
fruit, 2
feast., 1
Thyself, 1
in., 6
[Exit, 11
Polonius.], 3
tells, 1
Gertrude,, 9
son's, 1
distemper., 1
main,, 1
o'erhasty, 1
marriage., 1
sift, 1
friends., 3
brother, 3
Norway?, 1
greetings, 1
desires., 1
first,, 1
levies;, 1
preparation, 1
Polack,, 1
into,, 1
Highness;, 1
whereat, 1
griev'd,, 1
sickness,, 1
age,, 1
impotence, 1
falsely, 1
borne, 3
hand,, 3
sends, 4
arrests, 1
On, 9
he,, 6
brief,, 2
obeys,, 1
Receives, 1
rebuke, 1
fine,, 2
assay, 2
Majesty., 3
Whereon, 4
overcome, 1
Gives, 1
three, 8
thousand, 10
crowns, 1
annual, 1
fee, 1
commission, 2
employ, 1
levied, 1
Polack;, 1
entreaty,, 1
shown,, 1
pass, 4
Through, 1
dominions, 1
enterprise,, 1
regards, 1
allowance, 2
therein, 1
down., 4
likes, 3
well;, 1
consider'd, 1
read,, 3
Answer,, 1
business., 2
Meantime, 1
thank, 9
well-took, 1
labour., 1
rest;, 1
feast, 2
welcome, 5
home!, 1
ended., 1
expostulate, 1
Were, 3
nothing, 16
waste, 1
Therefore,, 1
brevity, 1
tediousness, 1
limbs, 1
outward, 2
flourishes,, 1
brief., 1
it;, 6
define, 1
madness,, 4
mad?, 2
matter,, 3
art., 2
swear, 1
mad,, 3
true:, 1
pity;, 1
pity, 2
true., 2
foolish, 3
figure!, 1
farewell, 1
grant, 1
then., 3
remains, 2
effect-, 1
rather, 3
defective, 1
cause., 1
remains,, 1
remainder, 1
thus., 2
Perpend., 1
(have, 1
mine),, 1
obedience,, 2
mark,, 1
gather,, 1
surmise., 1
[Reads], 1
letter., 1
'To, 1
celestial,, 1
soul's, 1
idol,, 1
beautified, 1
Ophelia,'-, 1
ill, 5
phrase;, 1
'beautified', 1
phrase., 1
Thus:, 1
[Reads.], 2
'In, 1
white, 3
bosom,, 1
these,, 2
&c.', 1
Came, 1
her?, 3
awhile., 3
faithful., 1
'Doubt, 1
fire;, 2
Doubt, 2
sun, 5
move;, 1
liar;, 1
'O, 1
numbers;, 1
reckon, 1
groans;, 1
best,, 2
Adieu., 1
'Thine, 1
evermore,, 1
lady,, 4
machine, 1
HAMLET.', 2
This,, 1
shown, 1
me;, 4
above,, 1
solicitings,, 1
place,, 2
ear., 4
Receiv'd, 1
faithful, 2
honourable., 1
fain, 4
prove, 2
wing, 1
perceiv'd, 1
me),, 1
Majesty, 6
queen, 2
play'd, 3
desk, 1
book,, 2
winking,, 1
mute, 1
dumb,, 1
idle, 2
sight?, 2
think?, 1
round, 6
mistress, 2
bespeak:, 1
'Lord, 1
prince,, 3
star., 1
be.', 1
prescripts, 1
gave, 8
her,, 6
lock, 2
herself, 5
resort,, 1
Admit, 1
messengers,, 1
tokens., 1
fruits, 1
repulsed,, 1
short, 3
make,, 2
Fell, 2
sadness,, 1
fast,, 1
Thence, 2
thence, 2
weakness,, 1
lightness,, 1
declension,, 1
Into, 4
madness, 11
raves,, 1
mourn, 1
time-, 1
that-, 1
Positively, 1
''Tis, 1
prov'd, 2
otherwise.?, 1
know., 2
[points, 1
shoulder], 1
otherwise., 1
circumstances, 1
hid,, 1
hid, 1
centre., 1
try, 4
further?, 1
walks, 1
four, 5
hours, 1
lobby., 2
loose, 1
behind, 3
arras, 5
encounter., 1
fall'n, 1
thereon, 1
assistant, 1
farm, 2
carters., 1
reading, 1
book., 1
sadly, 1
reading., 1
Away,, 1
board, 1
presently., 3
Hamlet?, 6
God-a-mercy., 1
Excellent, 1
fishmonger., 2
Honest,, 1
sir., 14
honest,, 2
goes,, 1
pick'd, 1
ten, 4
thousand., 1
breed, 1
maggots, 1
dog,, 1
kissing, 1
carrion-, 1
daughter?, 1
Conception, 1
blessing,, 1
conceive., 1
Friend,, 1
to't., 2
harping, 1
daughter., 4
first., 2
gone,, 6
suff'red, 1
extremity, 1
again.-, 1
Words,, 1
words., 1
Between, 2
matter, 12
Slanders,, 1
sir;, 8
satirical, 1
rogue, 2
grey, 1
beards;, 1
faces, 1
wrinkled;, 1
purging, 2
thick, 1
amber, 1
plum-tree, 1
gum;, 1
plentiful, 1
hams., 1
powerfully, 1
potently, 1
believe,, 1
honesty, 4
down;, 2
yourself,, 2
if,, 1
crab,, 1
backward., 1
method, 1
in't.-, 1
grave?, 2
[Aside], 2
pregnant, 2
replies, 1
are!, 1
happiness, 1
hits, 1
sanity, 1
prosperously, 1
delivered, 1
suddenly, 1
meeting, 1
daughter.-, 1
cannot,, 1
anything, 3
withal-, 1
except, 3
tedious, 2
fools!, 1
[to, 2
Polonius], 2
save, 3
sir!, 3
[Polonius]., 2
friends!, 2
dost, 9
Guildenstern?, 1
Ah,, 2
Rosencrantz!, 1
lads,, 1
both?, 1
indifferent, 3
children, 1
earth., 1
Happy, 1
over-happy., 1
Fortune's, 4
cap, 2
button., 1
soles, 1
shoe?, 1
Neither,, 1
waist,, 1
favours?, 1
privates, 1
we., 1
secret, 2
parts, 3
Fortune?, 1
O!, 1
true!, 2
strumpet., 1
None,, 1
world's, 2
honest., 1
near!, 1
particular., 1
deserved, 1
Fortune, 1
hither?, 2
Prison,, 1
Denmark's, 3
prison., 2
one., 4
one;, 2
confines,, 1
wards,, 1
dungeons,, 1
worst., 1
either, 6
bad, 5
ambition, 4
narrow, 1
mind., 1
bounded, 1
nutshell, 1
count, 3
king, 9
space,, 1
dreams., 1
dreams, 2
ambition;, 1
merely, 1
shadow, 1
dream., 1
shadow., 2
Truly,, 1
airy, 1
quality, 3
shadow's, 1
beggars, 1
bodies,, 1
monarchs, 1
outstretch'd, 1
heroes, 1
beggars', 1
shadows., 1
court?, 1
fay,, 1
reason., 1
wait, 2
matter!, 2
servants;, 1
dreadfully, 1
attended., 1
beaten, 1
friendship,, 1
occasion., 1
Beggar, 1
am,, 1
thanks;, 2
sure,, 2
halfpenny., 1
for?, 2
inclining?, 1
visitation?, 1
deal, 1
justly, 3
anything-, 1
purpose., 2
for;, 1
kind, 10
confession, 3
looks,, 2
modesties, 1
craft, 1
colour., 1
end,, 2
conjure, 1
rights, 2
fellowship,, 1
consonancy, 1
ever-preserved, 1
proposer, 1
withal,, 1
whether, 2
no., 1
[aside, 5
Guildenstern], 2
Nay, 4
why., 1
anticipation, 1
prevent, 1
discovery,, 1
moult, 1
feather., 1
late-, 1
wherefore, 1
not-, 1
mirth,, 1
forgone, 1
exercises;, 1
heavily, 1
sterile, 1
promontory;, 1
canopy,, 1
brave, 2
o'erhanging, 1
firmament,, 1
majestical, 1
roof, 1
fretted, 1
golden, 3
fire-, 1
why,, 1
appeareth, 1
pestilent, 2
congregation, 1
vapours., 1
man!, 1
reason!, 1
faculties!, 1
moving, 1
admirable!, 1
angel!, 1
apprehension, 2
god!, 1
world,, 4
paragon, 1
animals!, 1
quintessence, 1
dust?, 1
Man, 1
delights, 2
woman, 3
neither,, 1
stuff, 2
thoughts., 2
laugh, 4
'Man, 1
me'?, 1
lenten, 1
players, 11
coted, 1
way,, 1
hither, 2
service., 3
plays, 1
welcome-, 1
tribute, 1
adventurous, 1
knight, 1
foil, 1
target;, 1
lover, 1
gratis;, 1
humorous, 1
peace;, 1
clown, 1
lungs, 1
tickle, 1
sere;, 1
lady, 3
freely,, 2
blank, 1
verse, 1
halt, 1
fort., 2
they?, 1
tragedians, 1
city., 1
travel?, 1
residence,, 1
reputation, 1
profit,, 1
inhibition, 1
innovation., 1
estimation, 1
city?, 1
follow'd?, 1
rusty?, 1
endeavour, 1
keeps, 3
wonted, 2
pace;, 1
eyrie, 1
children,, 1
eyases,, 1
cry, 3
tyrannically, 1
clapp'd, 1
berattle, 1
stages, 1
(so, 1
them), 1
wearing, 1
rapiers, 2
afraid, 1
goosequills, 1
scarce, 2
thither., 1
children?, 1
maintains, 1
'em?, 2
escoted?, 1
pursue, 2
longer, 3
sing?, 1
afterwards,, 1
themselves, 5
(as, 6
better),, 1
writers, 1
wrong, 3
exclaim, 1
succession., 1
sides;, 1
nation, 2
sin, 1
tarre, 1
controversy., 1
while,, 1
argument, 2
unless, 2
poet, 1
player, 2
cuffs, 1
question., 2
Is't, 3
possible?, 2
throwing, 1
brains., 1
boys, 1
carry, 3
away?, 1
Hercules, 2
load, 1
strange;, 1
mows, 1
lived, 1
twenty,, 1
forty,, 1
fifty,, 1
hundred, 1
ducats, 2
apiece, 1
picture, 1
little., 2
'Sblood,, 2
natural,, 1
philosophy, 1
Flourish, 1
players., 2
Gentlemen,, 1
hands,, 4
appurtenance, 1
ceremony., 1
comply, 2
garb,, 1
lest, 3
extent, 1
(which, 1
fairly, 1
outwards), 1
yours., 3
uncle-father, 1
aunt-mother, 1
deceiv'd., 1
mad, 7
north-north-west., 1
southerly, 1
hawk, 1
handsaw., 1
gentlemen!, 1
Hark, 1
Guildenstern-, 1
too-, 1
hearer!, 1
swaddling, 1
clouts., 1
Happily, 1
them;, 2
child., 1
prophesy, 2
it.-, 1
right,, 2
Monday, 1
morning;, 1
twas, 1
Roscius, 1
actor, 2
Rome-, 1
actors, 2
Buzz,, 1
buzz!, 1
honour-, 1
ass-, 1
tragedy,, 2
comedy,, 2
history,, 1
pastoral,, 1
pastoral-comical,, 1
historical-pastoral,, 1
tragical-historical,, 1
tragical-comical-historical-pastoral;, 1
scene, 3
individable,, 1
poem, 1
unlimited., 1
Seneca, 1
heavy,, 1
Plautus, 1
light., 1
only, 6
men., 1
Jephthah,, 2
judge, 3
Israel,, 1
hadst, 2
thou!, 1
'One, 1
more,, 7
loved, 2
passing, 2
well.', 1
Am, 2
Jephthah?, 1
follows, 2
'As, 1
lot,, 1
wot,', 1
'It, 1
pass,, 1
was.', 1
row, 1
chanson, 1
more;, 2
abridgment, 1
five, 2
welcome,, 2
masters;, 1
all.-, 2
well.-, 1
friends.-, 1
friend?, 2
valanc'd, 1
last., 1
Com'st', 1
to', 1
Denmark?-, 1
mistress?, 1
By'r, 1
Lady,, 3
ladyship, 1
altitude, 1
chopine., 1
Pray, 8
uncurrent, 1
gold,, 1
crack'd, 1
ring.-, 1
Masters,, 1
to't, 3
French, 4
falconers,, 1
fly, 4
see., 6
speech, 8
straight., 4
taste, 1
quality., 1
passionate, 2
speech., 2
1., 6
Play., 7
once,, 1
acted;, 1
once;, 1
play,, 4
remember,, 1
pleas'd, 2
million,, 1
'twas, 1
caviary, 1
general;, 1
receiv'd, 2
others,, 1
judgments, 2
matters, 1
cried, 2
mine), 1
digested, 1
scenes,, 1
modesty, 3
cunning., 1
sallets, 1
lines, 2
savoury,, 1
indict, 1
author, 2
affectation;, 1
call'd, 1
method,, 1
handsome, 1
fine., 1
One, 5
in't, 2
chiefly, 1
lov'd., 1
'Twas, 2
AEneas', 1
Dido,, 1
thereabout, 1
especially, 1
speaks, 4
Priam's, 1
slaughter., 1
memory,, 3
begin, 1
line-, 1
see,, 3
see:, 1
'The, 5
rugged, 2
Pyrrhus,, 2
Hyrcanian, 1
beast-', 1
so;, 1
begins, 1
Pyrrhus:, 1
arms,, 1
Black, 1
resemble, 1
couched, 1
ominous, 1
horse,, 1
black, 4
complexion, 1
smear'd, 1
heraldry, 1
dismal., 1
Head, 1
foot, 1
total, 1
gules,, 1
trick'd, 1
mothers,, 1
daughters,, 1
sons,, 1
Bak'd, 1
impasted, 1
parching, 1
streets,, 1
tyrannous, 1
lord's, 1
Roasted, 1
wrath, 1
o'ersized, 1
coagulate, 1
gore,, 1
carbuncles,, 1
hellish, 1
Pyrrhus, 4
Old, 1
grandsire, 1
Priam, 2
seeks.', 1
proceed, 1
Fore, 1
spoken,, 1
accent, 2
'Anon, 1
finds, 3
Striking, 1
Greeks., 1
antique, 2
Rebellious, 2
falls,, 2
Repugnant, 1
command., 1
Unequal, 1
match'd,, 1
drives,, 1
rage, 2
strikes, 1
wide;, 1
whiff, 1
sword, 4
unnerved, 1
falls., 2
senseless, 2
Ilium,, 1
Seeming, 1
feel, 1
blow,, 1
flaming, 2
Stoops, 1
base,, 2
hideous, 1
crash, 1
Takes, 1
prisoner, 1
Pyrrhus', 3
lo!, 1
declining, 1
milky, 1
reverend, 1
Priam,, 1
stick., 1
painted, 2
tyrant,, 1
stood,, 2
neutral, 1
storm,, 1
heavens,, 2
rack, 1
bold, 2
speechless,, 1
orb, 1
below, 2
hush, 1
death-, 2
anon, 2
thunder, 1
rend, 1
region;, 1
after, 9
pause,, 1
Aroused, 1
vengeance, 1
sets, 2
new, 2
awork;, 1
Cyclops', 1
hammers, 1
fall, 4
Mars's, 1
armour,, 1
forg'd, 1
proof, 3
eterne,, 1
remorse, 1
bleeding, 1
Priam., 1
Out,, 1
strumpet, 1
Fortune!, 1
gods,, 1
synod, 1
power;, 1
spokes, 2
fellies, 1
wheel,, 2
bowl, 1
nave, 1
hill, 1
low, 1
fiends!, 1
barber's,, 1
beard.-, 1
Prithee, 2
He's, 3
jig, 1
bawdry,, 1
sleeps., 2
Say, 3
Hecuba., 1
'But, 1
mobled, 2
queen-', 1
queen'?, 1
good!, 1
'Mobled, 1
queen', 1
'Run, 1
barefoot, 1
threat'ning, 1
bisson, 1
rheum;, 1
clout, 1
diadem, 2
robe,, 1
About, 2
lank, 1
o'erteemed, 1
loins,, 1
blanket,, 1
alarm, 1
caught, 2
up-, 1
seen,, 3
venom, 1
steep'd, 1
'Gainst, 1
treason, 3
pronounc'd., 1
gods, 1
sport, 2
Mincing, 1
husband's, 2
limbs,, 1
clamour, 1
(Unless, 1
mortal, 5
all), 1
milch, 1
burning, 2
gods.', 1
whe'r, 1
colour,, 1
more!, 4
soon.-, 1
bestow'd?, 1
hear?, 3
us'd;, 1
abstract, 1
brief, 1
chronicles, 1
After, 3
epitaph, 2
live., 1
according, 1
desert., 1
bodykins,, 1
better!, 1
Use, 2
desert,, 1
scape, 2
whipping?, 1
dignity., 1
deserve,, 1
merit, 2
bounty., 1
Follow, 5
play, 17
to-morrow., 1
Players, 4
[except, 1
First]., 1
Dost, 5
Can, 3
Gonzago'?, 1
ha't, 1
to-morrow, 1
need,, 1
study, 1
dozen, 2
sixteen, 1
insert, 1
in't,, 3
not?, 4
First, 1
Player.], 1
ye!, 1
[Exeunt, 6
peasant, 2
slave, 3
I!, 4
monstrous, 1
fiction,, 1
passion,, 4
Could, 6
force, 2
conceit, 1
visage, 3
wann'd,, 1
Tears, 2
distraction, 1
aspect,, 1
broken, 1
function, 1
suiting, 1
forms, 1
conceit?, 1
nothing!, 2
Hecuba!, 1
Hecuba, 1
Hecuba,, 1
weep, 2
cue, 1
have?, 2
drown, 5
stage, 2
cleave, 1
horrid, 2
speech;, 1
appal, 1
free,, 2
Confound, 1
ignorant,, 1
amaze, 1
faculties, 1
ears., 3
muddy-mettled, 1
rascal,, 1
peak, 1
John-a-dreams,, 1
unpregnant, 1
cause,, 4
damn'd, 4
defeat, 2
made., 1
coward?, 1
calls, 3
villain?, 1
breaks, 1
pate, 4
across?, 1
Plucks, 1
Tweaks, 1
nose?, 1
gives, 6
lie, 8
lungs?, 1
ha?, 2
'Swounds,, 2
pigeon-liver'd, 1
gall, 2
oppression, 1
bitter,, 1
fatted, 1
region, 1
kites, 1
slave's, 1
offal., 1
Bloody, 1
bawdy, 1
Remorseless,, 1
treacherous,, 1
lecherous,, 1
kindless, 1
vengeance!, 1
ass, 3
brave,, 1
murther'd,, 1
Prompted, 1
revenge, 3
(like, 1
whore), 1
unpack, 1
a-cursing, 1
drab,, 1
scullion!, 1
upon't!, 1
foh!, 1
About,, 1
brain!, 1
Hum,, 1
creatures,, 1
sitting, 1
cunning, 3
presently, 2
proclaim'd, 1
malefactions;, 1
murther,, 1
miraculous, 1
organ,, 2
Play, 1
murther, 4
uncle., 2
observe, 1
looks;, 2
tent, 1
quick., 1
blench,, 1
course., 1
devil;, 1
devil, 5
T', 3
pleasing, 1
shape;, 1
yea,, 1
perhaps, 3
weakness, 1
melancholy,, 1
potent, 2
spirits,, 1
Abuses, 1
damn, 1
grounds, 1
relative, 1
play's, 1
conscience, 4
Lords., 1
confusion,, 1
Grating, 1
harshly, 1
turbulent, 1
dangerous, 3
lunacy?, 1
confess, 3
feels, 1
distracted,, 1
forward, 1
